Sample ID,Visit ID,Site ID,WRIA Number,WRIA,Basin,Subbasin,Stream or River,Agency,Project,Site Code,Visit Date,Date Released,Latitude,Longitude,Lab Name,Sample Code,QC Replicate Of Sample Code,Collection Count,Positions In Stream,Surface Area,Surface Area Units,Taxa Effort,Deficiency Notes,QA/QC Result,Sampling Grid Squares Counted,Total Sampling Grid Squares,Taxon Serial Number,Taxon,Original Taxon Serial Number,Original Taxon,Quantity,Quantity Subsampling,Life Stage,Unique,Damaged,Immature,Outside Protocol,Wrong Gender
19335,13840,133,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,May Creek Subbasin,May Creek (Lake Washington),King County - DNRP,Ambient Monitoring,08EAS2058,8/28/2024,4/29/2025,47.519171,-122.194691,"Rhithron Associates, Inc.",08EAS2058_24_R,,8,Center of Riffle,8,ft2,Fine,,,10,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19092,13608,139,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,May Creek Subbasin,May Creek (Lake Washington),King County - DNRP,Ambient Monitoring,08EAS2631,8/26/2024,4/29/2025,47.518948,-122.163144,"Rhithron Associates, Inc.",08EAS2631_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19023,13536,200,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,McAleer Creek Subbasin,McAleer Creek,King County - DNRP,Ambient Monitoring,08WES0903,8/5/2024,4/29/2025,47.752199,-122.281877,"Rhithron Associates, Inc.",08WES0903_24,,8,Center of Riffle,8,ft2,Fine,,,6,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19148,13664,199,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Maple Leaf Creek,King County - DNRP,Ambient Monitoring,08WES0629,9/17/2024,4/29/2025,47.702708,-122.308342,"Rhithron Associates, Inc.",08WES0629_24,,8,Center of Riffle,8,ft2,Fine,,PASS,5,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19051,13565,128,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Upper Cedar River Subbasin,Rock Creek (Upper Cedar),King County - DNRP,Ambient Monitoring,08CED5032,8/14/2024,4/29/2025,47.415086,-121.887131,"Rhithron Associates, Inc.",08CED5032_24,,8,Center of Riffle,8,ft2,Fine,,,10,30,68552,Cognettia,68552,Cognettia,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19099,13617,198,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle N Subbasin,Ravenna Creek,King County - DNRP,Ambient Monitoring,08WES0622,9/3/2024,4/14/2025,47.673452,-122.310727,"Rhithron Associates, Inc.",08WES0622_24,,8,Center of Riffle,8,ft2,Fine,,,10,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18993,13508,207,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Lake Washington tributary,King County - DNRP,Ambient Monitoring,08WES1579,7/31/2024,4/29/2025,47.483496,-122.227268,"Rhithron Associates, Inc.",08WES1579_24,,8,Center of Riffle,8,ft2,Fine,,PASS,13,30,69444,Erpobdella,69444,Erpobdella,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18992,13507,206,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Lake Washington tributary (0464B),King County - DNRP,Ambient Monitoring,08WES1490,7/31/2024,4/29/2025,47.503982,-122.227702,"Rhithron Associates, Inc.",08WES1490_24,,8,Center of Riffle,8,ft2,Fine,,,13,30,68510,Enchytraeidae,68510,Enchytraeidae,16,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19082,13598,203,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Mapes Creek,King County - DNRP,Ambient Monitoring,08WES1037,8/26/2024,5/13/2025,47.518425,-122.268797,"Rhithron Associates, Inc.",08WES1037_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68854,Naididae,68854,Naididae,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18998,13514,205,8,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),King County - DNRP,Ambient Monitoring,08WES1340,7/31/2024,6/18/2025,47.507869,-122.247582,"Rhithron Associates, Inc.",08WES1340_24,,8,Center of Riffle,8,ft2,Fine,,,,,68552,Cognettia,68552,Cognettia,6,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18250,12733,140,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3474,9/13/2023,4/16/2024,47.677597,-122.098301,"Rhithron Associates, Inc.",08BEA3474_23,,8,Center of Riffle,8,ft2,Fine,,,6,30,68440,Lumbriculidae,68440,Lumbriculidae,6,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19036,13549,115,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3650,8/7/2024,4/29/2025,47.717871,-122.076997,"Rhithron Associates, Inc.",08BEA3650_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68440,Lumbriculidae,68440,Lumbriculidae,17,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19079,13595,117,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3747,8/26/2024,4/29/2025,47.758758,-122.057993,"Rhithron Associates, Inc.",08BEA3747_24,,8,Center of Riffle,8,ft2,Fine,,,8,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19029,13542,111,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Cold Creek,King County - DNRP,Ambient Monitoring,08BEA3321,8/6/2024,5/13/2025,47.754916,-122.104024,"Rhithron Associates, Inc.",08BEA3321_24,,8,Center of Riffle,8,ft2,Fine,,,20,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18936,13451,119,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Colin Creek,King County - DNRP,Ambient Monitoring,08BEA3914,7/8/2024,5/13/2025,47.73302,-122.05998,"Rhithron Associates, Inc.",08BEA3914_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68534,Cernosvitoviella,68534,Cernosvitoviella,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19184,13688,114,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Cottage Lake Creek,King County - DNRP,Ambient Monitoring,08BEA3571,10/2/2024,5/13/2025,47.744769,-122.088883,"Rhithron Associates, Inc.",08BEA3571_24,,8,Center of Riffle,8,ft2,Fine,,,6,30,68440,Lumbriculidae,68440,Lumbriculidae,9,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
12998,8054,113,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Mackey Creek,King County - DNRP,Ambient Monitoring,08BEA3478,8/26/2015,4/22/2016,47.694994,-122.08918,"Rhithron Associates, Inc.",08BEA3478_15,,8,Center of Riffle,8,ft2,Fine,,,9,30,68510,Enchytraeidae,68510,Enchytraeidae,2,,not specified,FALSE,TRUE,FALSE,FALSE,FALSE
18948,13463,110,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,King County - DNRP,Ambient Monitoring,08BEA3312,7/9/2024,5/13/2025,47.703496,-122.09254,"Rhithron Associates, Inc.",08BEA3312_24,,8,Center of Riffle,8,ft2,Fine,,,18,30,204785,Fridericia,204785,Fridericia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19144,13660,116,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,King County - DNRP,Ambient Monitoring,08BEA3737,9/16/2024,4/29/2025,47.718328,-122.073941,"Rhithron Associates, Inc.",08BEA3737_24,,8,Center of Riffle,8,ft2,Fine,,PASS,18,30,68854,Naididae,68854,Naididae,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18940,13455,118,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Struve Creek,King County - DNRP,Ambient Monitoring,08BEA3826,7/8/2024,5/13/2025,47.7336,-122.05881,"Rhithron Associates, Inc.",08BEA3826_24,,8,Center of Riffle,8,ft2,Fine,,,17,30,68510,Enchytraeidae,68510,Enchytraeidae,2,,not specified,TRUE,TRUE,FALSE,FALSE,FALSE
19189,13694,165,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Ebright Creek,King County - DNRP,Ambient Monitoring,08LAK3627,9/17/2024,5/13/2025,47.608584,-122.071866,"Rhithron Associates, Inc.",08LAK3627_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68510,Enchytraeidae,68510,Enchytraeidae,2,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18978,13492,166,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Eden/George Davis Creek,King County - DNRP,Ambient Monitoring,08LAK3628,7/30/2024,4/29/2025,47.615284,-122.066971,"Rhithron Associates, Inc.",08LAK3628_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68946,Nais,68946,Nais,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18933,13448,168,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Laughing Jacobs Creek,King County - DNRP,Ambient Monitoring,08LAK3879,7/17/2024,5/13/2025,47.565113,-122.050183,"Rhithron Associates, Inc.",08LAK3879_24,,8,Center of Riffle,8,ft2,Fine,,,6,30,68876,Pristina,68876,Pristina,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19340,13845,169,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Many Springs Creek,King County - DNRP,Ambient Monitoring,08LAK3880,8/28/2024,4/29/2025,47.569898,-122.053288,"Rhithron Associates, Inc.",08LAK3880_24_R,,8,Center of Riffle,8,ft2,Fine,,PASS,30,30,68552,Cognettia,68552,Cognettia,10,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18927,13443,163,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Pine Lake Creek,King County - DNRP,Ambient Monitoring,08LAK3540,7/18/2024,4/29/2025,47.600939,-122.080335,"Rhithron Associates, Inc.",08LAK3540_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,6,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
12850,7955,141,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek,King County - DNRP,Ambient Monitoring,08EVA3555,8/5/2015,4/22/2016,47.67462,-122.081052,"Rhithron Associates, Inc.",08EVA3555_15,,8,Center of Riffle,8,ft2,Fine,,,13,30,-138,Tubificinae,-138,Tubificinae,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19078,13594,144,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0107),King County - DNRP,Ambient Monitoring,08EVA3642,8/26/2024,4/29/2025,47.67972,-122.07785,"Rhithron Associates, Inc.",08EVA3642_24,,8,Center of Riffle,8,ft2,Fine,,,30,30,68541,Henlea,68541,Henlea,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19033,13546,143,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108),King County - DNRP,Ambient Monitoring,08EVA3640,8/7/2024,4/14/2025,47.674662,-122.072706,"Rhithron Associates, Inc.",08EVA3640_24,,8,Center of Riffle,8,ft2,Fine,,,11,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18937,13452,145,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108A),King County - DNRP,Ambient Monitoring,08EVA3813,7/18/2024,4/29/2025,47.67341,-122.063447,"Rhithron Associates, Inc.",08EVA3813_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68510,Enchytraeidae,68510,Enchytraeidae,3,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18935,13450,142,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0111E),King County - DNRP,Ambient Monitoring,08EVA3637,7/18/2024,4/29/2025,47.65296,-122.06841,"Rhithron Associates, Inc.",08EVA3637_24,,8,Center of Riffle,8,ft2,Fine,,,14,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19187,13692,156,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Carey Creek,King County - DNRP,Ambient Monitoring,08ISS4724,9/9/2024,5/13/2025,47.427716,-121.978422,"Rhithron Associates, Inc.",08ISS4724_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68544,Mesenchytraeus,68544,Mesenchytraeus,13,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19145,13661,153,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Fifteenmile Creek,King County - DNRP,Ambient Monitoring,08ISS4294,9/16/2024,4/29/2025,47.484906,-122.028632,"Rhithron Associates, Inc.",08ISS4294_24,,8,Center of Riffle,8,ft2,Fine,,PASS,2,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19337,13842,155,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,High Point Creek,King County - DNRP,Ambient Monitoring,08ISS4573,8/29/2024,4/29/2025,47.531946,-121.976205,"Rhithron Associates, Inc.",08ISS4573_24_R,,8,Center of Riffle,8,ft2,Fine,,,17,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19085,13600,157,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Holder Creek,King County - DNRP,Ambient Monitoring,08ISS4730,8/20/2024,4/14/2025,47.433941,-121.971913,"Rhithron Associates, Inc.",08ISS4730_24_R,,8,Center of Riffle,8,ft2,Fine,,,7,30,204785,Fridericia,204785,Fridericia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19075,13591,158,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Holder Creek tributary,King County - DNRP,Ambient Monitoring,08ISS4735,8/20/2024,4/29/2025,47.47075,-121.964356,"Rhithron Associates, Inc.",08ISS4735_24,,8,Center of Riffle,8,ft2,Fine,,,30,30,68552,Cognettia,68552,Cognettia,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18930,13445,150,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek,King County - DNRP,Ambient Monitoring,08ISS3877,7/17/2024,5/13/2025,47.551207,-122.046876,"Rhithron Associates, Inc.",08ISS3877_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19328,13833,152,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek,King County - DNRP,Ambient Monitoring,08ISS3962,8/29/2024,4/29/2025,47.538939,-122.0426,"Rhithron Associates, Inc.",08ISS3962_24_R,,8,Center of Riffle,8,ft2,Fine,,PASS,11,30,68440,Lumbriculidae,68440,Lumbriculidae,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19338,13843,159,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek - E Fork,King County - DNRP,Ambient Monitoring,08ISS4748,8/29/2024,4/29/2025,47.532008,-121.980821,"Rhithron Associates, Inc.",08ISS4748_24_R,,8,Center of Riffle,8,ft2,Fine,,,7,30,-137,Naidinae,-137,Naidinae,1,,not specified,TRUE,TRUE,FALSE,FALSE,FALSE
18934,13449,160,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek - E Fork,King County - DNRP,Ambient Monitoring,08ISS4884,7/11/2024,4/29/2025,47.525851,-121.941132,"Rhithron Associates, Inc.",08ISS4884_24,,8,Center of Riffle,8,ft2,Fine,,,18,30,68552,Cognettia,68552,Cognettia,31,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19054,13568,151,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek tributary (0198),King County - DNRP,Ambient Monitoring,08ISS3958,8/15/2024,5/13/2025,47.518325,-122.036396,"Rhithron Associates, Inc.",08ISS3958_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68510,Enchytraeidae,68510,Enchytraeidae,3,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19341,13846,171,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2585,9/5/2024,5/13/2025,47.758429,-122.160347,"Rhithron Associates, Inc.",08LIT2585_24_R,,8,Center of Riffle,8,ft2,Fine,,PASS,3,30,68440,Lumbriculidae,68440,Lumbriculidae,41,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19068,13584,172,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2602,8/21/2024,4/14/2025,47.83994,-122.16225,"Rhithron Associates, Inc.",08LIT2602_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68510,Enchytraeidae,68510,Enchytraeidae,12,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19069,13585,173,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2603,8/21/2024,4/29/2025,47.844461,-122.162851,"Rhithron Associates, Inc.",08LIT2603_24,,8,Center of Riffle,8,ft2,Fine,,,9,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19032,13545,174,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2682,8/6/2024,4/29/2025,47.763211,-122.156929,"Rhithron Associates, Inc.",08LIT2682_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19031,13544,175,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2685,8/6/2024,4/29/2025,47.778471,-122.154549,"Rhithron Associates, Inc.",08LIT2685_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68876,Pristina,68876,Pristina,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19024,13537,176,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2692,8/5/2024,4/14/2025,47.811464,-122.158997,"Rhithron Associates, Inc.",08LIT2692_24,,8,Center of Riffle,8,ft2,Fine,,,15,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19030,13543,177,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2781,8/6/2024,4/29/2025,47.790039,-122.144532,"Rhithron Associates, Inc.",08LIT2781_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19070,13586,183,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,King County - DNRP,Ambient Monitoring,08NOR1750,8/21/2024,5/13/2025,47.852841,-122.222496,"Rhithron Associates, Inc.",08NOR1750_24,,8,Center of Riffle,8,ft2,Fine,,PASS,2,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
14291,9287,184,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,King County - DNRP,Ambient Monitoring,08NOR1756,8/10/2017,4/19/2018,47.877597,-122.224133,"Rhithron Associates, Inc.",08NOR1756_17,,8,Center of Riffle,8,ft2,Fine,,,4,30,69398,Helobdella stagnalis,69398,Helobdella stagnalis,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19342,13847,187,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek,King County - DNRP,Ambient Monitoring,08NOR2306,9/12/2024,5/13/2025,47.778784,-122.187628,"Rhithron Associates, Inc.",08NOR2306_24_R,,8,Center of Riffle,8,ft2,Fine,,,2,30,68544,Mesenchytraeus,68544,Mesenchytraeus,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18982,13496,186,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,North Creek Subbasin,North Creek tributary,King County - DNRP,Ambient Monitoring,08NOR2115,7/29/2024,4/29/2025,47.791242,-122.195243,"Rhithron Associates, Inc.",08NOR2115_24,,8,Center of Riffle,8,ft2,Fine,,,6,30,68854,Naididae,68854,Naididae,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19080,13596,193,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Gold Creek (Sammamish),King County - DNRP,Ambient Monitoring,08SAM2865,8/26/2024,5/13/2025,47.742702,-122.141764,"Rhithron Associates, Inc.",08SAM2865_24,,8,Center of Riffle,8,ft2,Fine,,,11,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19035,13548,188,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Peters Creek,King County - DNRP,Ambient Monitoring,08SAM0000,8/7/2024,4/29/2025,47.682628,-122.143714,"Rhithron Associates, Inc.",08SAM0000_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68560,Achaeta,68560,Achaeta,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18985,13499,189,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0068),King County - DNRP,Ambient Monitoring,08SAM1914,7/29/2024,4/29/2025,47.745483,-122.211857,"Rhithron Associates, Inc.",08SAM1914_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68876,Pristina,68876,Pristina,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19343,13848,192,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0090),King County - DNRP,Ambient Monitoring,08SAM2862,8/28/2024,5/13/2025,47.733381,-122.13722,"Rhithron Associates, Inc.",08SAM2862_24_R,,8,Center of Riffle,8,ft2,Fine,,PASS,13,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19345,13850,197,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095D),King County - DNRP,Ambient Monitoring,08SAM3047,8/28/2024,4/29/2025,47.720449,-122.124316,"Rhithron Associates, Inc.",08SAM3047_24_R,,8,Center of Riffle,8,ft2,Fine,,,11,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19344,13849,196,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095F),King County - DNRP,Ambient Monitoring,08SAM3045,8/28/2024,4/14/2025,47.712241,-122.12057,"Rhithron Associates, Inc.",08SAM3045_24_R,,8,Center of Riffle,8,ft2,Fine,,,30,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19146,13662,190,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0096D),King County - DNRP,Ambient Monitoring,08SAM2674,9/16/2024,4/29/2025,47.72908,-122.15256,"Rhithron Associates, Inc.",08SAM2674_24,,8,Center of Riffle,8,ft2,Fine,,,9,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18929,13444,191,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0101),King County - DNRP,Ambient Monitoring,08SAM2855,7/18/2024,5/13/2025,47.696997,-122.131529,"Rhithron Associates, Inc.",08SAM2855_24,,8,Center of Riffle,8,ft2,Fine,,,26,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19143,13659,181,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1362,9/16/2024,4/29/2025,47.779822,-122.250431,"Rhithron Associates, Inc.",08NOR1362_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68946,Nais,68946,Nais,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19081,13597,182,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1370,8/26/2024,5/13/2025,47.770053,-122.244606,"Rhithron Associates, Inc.",08NOR1370_24,,8,Center of Riffle,8,ft2,Fine,,PASS,9,30,68946,Nais,68946,Nais,11,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
13558,8641,164,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Tibbetts Creek Subbasin,Tibbetts Creek,King County - DNRP,Ambient Monitoring,08LAK3616,8/17/2016,11/21/2016,47.553342,-122.068203,"Rhithron Associates, Inc.",08LAK3616_16,,8,Center of Riffle,8,ft2,Fine,,,3,30,69398,Helobdella stagnalis,69398,Helobdella stagnalis,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19339,13844,167,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Tibbetts Creek Subbasin,Tibbetts Creek - Lower,King County - DNRP,Ambient Monitoring,08LAK3699,8/28/2024,4/29/2025,47.541782,-122.064195,"Rhithron Associates, Inc.",08LAK3699_24_R,,8,Center of Riffle,8,ft2,Fine,,,5,30,68946,Nais,68946,Nais,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
